Name	conditionA	conditionB	log2FC	p_value	log10_pvalue
LPE(FA18:0)	Healthy	COPD	1.14184079153309	NA	NA
LPE(FA18:1)	Healthy	COPD	0.439817665598888	NA	NA
LPE(FA18:2)	Healthy	COPD	0.024103512206895	NA	NA
LPE(FA18:3)	Healthy	COPD	0.368890942389337	NA	NA
LPE(FA18:4)	Healthy	COPD	NA	NA	NA
LPE(FA20:0)	Healthy	COPD	NA	NA	NA
LPE(FA20:1)	Healthy	COPD	NA	NA	NA
LPE(FA20:2)	Healthy	COPD	0.023108129793787	NA	NA
LPE(FA20:3)	Healthy	COPD	0.101692581681789	NA	NA
LPE(FA20:4)	Healthy	COPD	0.0172456741890303	NA	NA
LPE(FA20:5)	Healthy	COPD	NA	NA	NA
LPE(FA22:4)	Healthy	COPD	NA	NA	NA
LPE(FA22:5)	Healthy	COPD	NA	NA	NA
LPE(FA22:6)	Healthy	COPD	-0.390297493018982	NA	NA
LPE(NA)	Healthy	COPD	0.608875017258725	NA	NA
PC(FA12:0)	Healthy	COPD	1.42815232631288	NA	NA
PC(FA14:0)	Healthy	COPD	-0.109682726453129	NA	NA
PC(FA14:1)	Healthy	COPD	-0.148904088956851	NA	NA
PC(FA15:0)	Healthy	COPD	-0.0807804583030933	NA	NA
PC(FA16:0)	Healthy	COPD	0.0132203240234698	NA	NA
PC(FA16:1)	Healthy	COPD	6.36479263809164e-05	NA	NA
PC(FA17:0)	Healthy	COPD	-0.0752378264147482	NA	NA
PC(FA18:0)	Healthy	COPD	0.0324252324525087	NA	NA
PC(FA18:1)	Healthy	COPD	-0.0565752389931315	NA	NA
PC(FA18:2)	Healthy	COPD	0.00101357901645294	NA	NA
PC(FA18:3)	Healthy	COPD	0.318203425527487	NA	NA
PC(FA18:4)	Healthy	COPD	NA	NA	NA
PC(FA20:0)	Healthy	COPD	0.183814200880116	NA	NA
PC(FA20:1)	Healthy	COPD	-0.216166158886103	NA	NA
PC(FA20:2)	Healthy	COPD	-0.0656354801727672	NA	NA
PC(FA20:3)	Healthy	COPD	0.242703846473456	NA	NA
PC(FA20:4)	Healthy	COPD	0.0868098149904455	NA	NA
PC(FA20:5)	Healthy	COPD	-0.0839503971569044	NA	NA
PC(FA22:1)	Healthy	COPD	NA	NA	NA
PC(FA22:2)	Healthy	COPD	NA	NA	NA
PC(FA22:4)	Healthy	COPD	0.228633174954866	NA	NA
PC(FA22:5)	Healthy	COPD	-0.074296856670709	NA	NA
PC(FA22:6)	Healthy	COPD	-0.64874819492585	NA	NA
PE(FA14:0)	Healthy	COPD	NA	NA	NA
PE(FA14:1)	Healthy	COPD	-0.234079557716802	NA	NA
PE(FA15:0)	Healthy	COPD	NA	NA	NA
PE(FA16:0)	Healthy	COPD	-0.324875624872223	NA	NA
PE(FA16:1)	Healthy	COPD	-0.392382371453534	NA	NA
PE(FA17:0)	Healthy	COPD	-0.0104540752650563	NA	NA
PE(FA18:0)	Healthy	COPD	-0.215411234462268	NA	NA
PE(FA18:1)	Healthy	COPD	-0.352180137773025	NA	NA
PE(FA18:2)	Healthy	COPD	-0.0143323373309645	NA	NA
PE(FA18:3)	Healthy	COPD	0.336150803728813	NA	NA
PE(FA18:4)	Healthy	COPD	NA	NA	NA
PE(FA20:1)	Healthy	COPD	-0.49043076635207	NA	NA
PE(FA20:2)	Healthy	COPD	-0.0154437508284098	NA	NA
PE(FA20:3)	Healthy	COPD	-0.0547913658477062	NA	NA
PE(FA20:4)	Healthy	COPD	-0.401478153696558	NA	NA
PE(FA20:5)	Healthy	COPD	-1.02049588432652	NA	NA
PE(FA22:0)	Healthy	COPD	-0.0346348816394633	NA	NA
PE(FA22:1)	Healthy	COPD	NA	NA	NA
PE(FA22:2)	Healthy	COPD	NA	NA	NA
PE(FA22:4)	Healthy	COPD	0.0847889176525052	NA	NA
PE(FA22:5)	Healthy	COPD	-0.254712255326651	NA	NA
PE(FA22:6)	Healthy	COPD	-0.772120119069927	NA	NA
SM(FA14:0)	Healthy	COPD	0.193070708014817	NA	NA
SM(FA16:0)	Healthy	COPD	0.26096400962837	NA	NA
SM(FA18:0)	Healthy	COPD	0.314016614736332	NA	NA
SM(FA18:1)	Healthy	COPD	0.547537985311824	NA	NA
SM(FA20:0)	Healthy	COPD	-0.068764911476384	NA	NA
SM(FA20:1)	Healthy	COPD	0.463497406841439	NA	NA
SM(FA22:0)	Healthy	COPD	0.0560237956415879	NA	NA
SM(FA22:1)	Healthy	COPD	0.266727087053328	NA	NA
SM(FA24:0)	Healthy	COPD	0.175204448318583	NA	NA
SM(FA24:1)	Healthy	COPD	0.326811850346952	NA	NA
SM(FA26:0)	Healthy	COPD	1.27193188381694	NA	NA
SM(FA26:1)	Healthy	COPD	1.16327568685597	NA	NA
SM(NA)	Healthy	COPD	0.23370532044102	NA	NA
TAG(FA12:0)	Healthy	COPD	-0.0391092847951056	NA	NA
TAG(FA14:0)	Healthy	COPD	-0.163842657578013	NA	NA
TAG(FA14:1)	Healthy	COPD	0.0353083619054568	NA	NA
TAG(FA15:0)	Healthy	COPD	-0.194309001837436	NA	NA
TAG(FA16:0)	Healthy	COPD	-0.163655370306421	NA	NA
TAG(FA16:1)	Healthy	COPD	-0.24237323111886	NA	NA
TAG(FA17:0)	Healthy	COPD	-0.166504513316924	NA	NA
TAG(FA18:0)	Healthy	COPD	-0.105149615855747	NA	NA
TAG(FA18:1)	Healthy	COPD	-0.212242262737901	NA	NA
TAG(FA18:2)	Healthy	COPD	-0.00720470515716087	NA	NA
TAG(FA18:3)	Healthy	COPD	0.0336294921444358	NA	NA
TAG(FA20:0)	Healthy	COPD	1.19822540708753	NA	NA
TAG(FA20:1)	Healthy	COPD	-0.0367636909921334	NA	NA
TAG(FA20:2)	Healthy	COPD	-0.203523538225165	NA	NA
TAG(FA20:3)	Healthy	COPD	0.104146841206835	NA	NA
TAG(FA20:4)	Healthy	COPD	0.00361750566618202	NA	NA
TAG(FA20:5)	Healthy	COPD	-0.137401617078755	NA	NA
TAG(FA22:1)	Healthy	COPD	-0.0761401771752595	NA	NA
TAG(FA22:4)	Healthy	COPD	-0.119030635324672	NA	NA
TAG(FA22:5)	Healthy	COPD	-0.587299049878706	NA	NA
TAG(FA22:6)	Healthy	COPD	-1.30374729130703	NA	NA
CE(FA12:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
CE(FA14:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
CE(FA14:1)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
CE(FA15:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
CE(FA16:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
CE(FA16:1)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
CE(FA17:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
CE(FA18:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
CE(FA18:1)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
CE(FA18:2)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
CE(FA18:3)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
CE(FA18:4)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
CE(FA20:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
CE(FA20:1)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
CE(FA20:2)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
CE(FA20:3)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
CE(FA20:4)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
CE(FA20:5)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
CE(FA22:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
CE(FA22:1)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
CE(FA22:2)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
CE(FA22:4)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
CE(FA22:5)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
CE(FA22:6)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
CE(FA24:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
CE(FA24:1)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
CE(NA)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
CER(FA14:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
CER(FA16:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
CER(FA18:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
CER(FA20:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
CER(FA22:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
CER(FA22:1)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
CER(FA24:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
CER(FA24:1)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
CER(FA26:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
CER(FA26:1)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
CER(NA)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
DAG(FA12:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
DAG(FA14:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
DAG(FA14:1)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
DAG(FA15:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
DAG(FA16:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
DAG(FA16:1)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
DAG(FA18:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
DAG(FA18:1)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
DAG(FA18:2)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
DAG(FA18:3)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
DAG(FA20:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
DAG(FA20:1)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
DAG(FA20:2)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
DAG(FA20:3)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
DAG(FA20:4)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
DAG(FA20:5)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
DAG(FA22:4)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
DAG(FA22:5)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
DAG(FA22:6)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
DCER(FA16:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
DCER(FA22:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
DCER(FA22:1)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
DCER(FA24:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
DCER(FA24:1)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
DCER(FA26:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
DCER(FA26:1)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
DCER(NA)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
FFA(FA14:1)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
FFA(FA15:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
FFA(FA16:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
FFA(FA18:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
FFA(FA18:1)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
FFA(FA18:2)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
FFA(FA18:4)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
FFA(FA20:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
FFA(FA20:1)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
FFA(FA20:4)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
FFA(FA20:5)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
FFA(FA22:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
FFA(FA22:1)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
FFA(FA22:5)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
FFA(FA22:6)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
FFA(FA24:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
FFA(FA24:1)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
FFA(NA)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
HCER(FA14:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
HCER(FA16:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
HCER(FA18:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
HCER(FA18:1)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
HCER(FA20:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
HCER(FA20:1)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
HCER(FA22:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
HCER(FA22:1)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
HCER(FA24:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
HCER(FA24:1)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
HCER(FA26:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
HCER(FA26:1)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
HCER(NA)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LCER(FA14:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LCER(FA16:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LCER(FA18:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LCER(FA18:1)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LCER(FA20:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LCER(FA20:1)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LCER(FA22:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LCER(FA22:1)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LCER(FA24:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LCER(FA24:1)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LCER(FA26:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LCER(FA26:1)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LCER(NA)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LPC(FA14:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LPC(FA15:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LPC(FA16:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LPC(FA16:1)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LPC(FA17:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LPC(FA18:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LPC(FA18:1)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LPC(FA18:2)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LPC(FA18:3)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LPC(FA20:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LPC(FA20:1)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LPC(FA20:2)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LPC(FA20:3)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LPC(FA20:4)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LPC(FA20:5)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LPC(FA22:4)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LPC(FA22:5)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LPC(FA22:6)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LPC(NA)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LPE(FA15:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LPE(FA16:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LPE(FA16:1)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LPE(FA17:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LPE(FA18:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LPE(FA18:1)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LPE(FA18:2)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LPE(FA18:3)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LPE(FA18:4)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LPE(FA20:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LPE(FA20:1)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LPE(FA20:2)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LPE(FA20:3)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LPE(FA20:4)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LPE(FA20:5)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LPE(FA22:4)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LPE(FA22:5)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LPE(FA22:6)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
LPE(NA)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
PC(FA12:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
PC(FA14:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
PC(FA14:1)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
PC(FA15:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
PC(FA16:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
PC(FA16:1)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
PC(FA17:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
PC(FA18:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
PC(FA18:1)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
PC(FA18:2)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
PC(FA18:3)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
PC(FA18:4)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
PC(FA20:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
PC(FA20:1)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
PC(FA20:2)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
PC(FA20:3)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
PC(FA20:4)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
PC(FA20:5)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
PC(FA22:1)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
PC(FA22:2)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
PC(FA22:4)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
PC(FA22:5)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
PC(FA22:6)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
PE(FA14:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
PE(FA14:1)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
PE(FA15:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
PE(FA16:0)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
PE(FA16:1)	Healthy_smoker	Healthy_non smoker	NA	NA	NA
