Name	conditionA	conditionB	log2FC	p_value	log10_pvalue
LCER(26:0)	Healthy	COPD	NA	NA	NA
LCER(26:1)	Healthy	COPD	NA	NA	NA
LPC(14:0)	Healthy	COPD	0.833966795174722	NA	NA
LPC(15:0)	Healthy	COPD	1.0469695776916	NA	NA
LPC(16:0)	Healthy	COPD	1.12881362767	NA	NA
LPC(16:1)	Healthy	COPD	0.956681187524235	NA	NA
LPC(17:0)	Healthy	COPD	1.20649909495227	NA	NA
LPC(18:0)	Healthy	COPD	1.25405693573526	NA	NA
LPC(18:1)	Healthy	COPD	0.69117371373645	NA	NA
LPC(18:2)	Healthy	COPD	0.145885310763385	NA	NA
LPC(18:3)	Healthy	COPD	0.685790079864571	NA	NA
LPC(20:0)	Healthy	COPD	NA	NA	NA
LPC(20:1)	Healthy	COPD	1.11587039112202	NA	NA
LPC(20:2)	Healthy	COPD	0.64003707319176	NA	NA
LPC(20:3)	Healthy	COPD	0.823546656086016	NA	NA
LPC(20:4)	Healthy	COPD	0.641622885357615	NA	NA
LPC(20:5)	Healthy	COPD	0.562160957393534	NA	NA
LPC(22:4)	Healthy	COPD	0.428830457431221	NA	NA
LPC(22:5)	Healthy	COPD	0.752031991231197	NA	NA
LPC(22:6)	Healthy	COPD	0.190747446836871	NA	NA
LPE(15:0)	Healthy	COPD	NA	NA	NA
LPE(16:0)	Healthy	COPD	1.00606599897008	NA	NA
LPE(16:1)	Healthy	COPD	0.428930283719136	NA	NA
LPE(17:0)	Healthy	COPD	1.0254168434328	NA	NA
LPE(18:0)	Healthy	COPD	1.14184079153309	NA	NA
LPE(18:1)	Healthy	COPD	0.439817665598888	NA	NA
LPE(18:2)	Healthy	COPD	0.024103512206895	NA	NA
LPE(18:3)	Healthy	COPD	0.368890942389337	NA	NA
LPE(18:4)	Healthy	COPD	NA	NA	NA
LPE(20:0)	Healthy	COPD	NA	NA	NA
LPE(20:1)	Healthy	COPD	NA	NA	NA
LPE(20:2)	Healthy	COPD	0.023108129793787	NA	NA
LPE(20:3)	Healthy	COPD	0.101692581681789	NA	NA
LPE(20:4)	Healthy	COPD	0.0172456741890303	NA	NA
LPE(20:5)	Healthy	COPD	NA	NA	NA
LPE(22:4)	Healthy	COPD	NA	NA	NA
LPE(22:5)	Healthy	COPD	NA	NA	NA
LPE(22:6)	Healthy	COPD	-0.390297493018982	NA	NA
PC(12:0/16:1)	Healthy	COPD	NA	NA	NA
PC(12:0/18:1)	Healthy	COPD	0.293442382515457	NA	NA
PC(12:0/18:2)	Healthy	COPD	0.335491773651035	NA	NA
PC(12:0/18:3)	Healthy	COPD	NA	NA	NA
PC(12:0/18:4)	Healthy	COPD	NA	NA	NA
PC(12:0/20:1)	Healthy	COPD	NA	NA	NA
PC(12:0/20:4)	Healthy	COPD	NA	NA	NA
PC(12:0/20:5)	Healthy	COPD	NA	NA	NA
PC(12:0/22:5)	Healthy	COPD	NA	NA	NA
PC(12:0/22:6)	Healthy	COPD	NA	NA	NA
PC(14:0/14:0)	Healthy	COPD	NA	NA	NA
PC(14:0/16:1)	Healthy	COPD	-0.014539919752377	NA	NA
PC(14:0/18:1)	Healthy	COPD	-0.104572530774204	NA	NA
PC(14:0/18:2)	Healthy	COPD	-0.233991406987351	NA	NA
PC(14:0/18:3)	Healthy	COPD	NA	NA	NA
PC(14:0/20:1)	Healthy	COPD	NA	NA	NA
PC(14:0/20:2)	Healthy	COPD	-0.165065988811427	NA	NA
PC(14:0/20:3)	Healthy	COPD	0.0392610866630503	NA	NA
PC(14:0/20:4)	Healthy	COPD	-0.0304354766727933	NA	NA
PC(14:0/20:5)	Healthy	COPD	NA	NA	NA
PC(14:0/22:1)	Healthy	COPD	NA	NA	NA
PC(14:0/22:4)	Healthy	COPD	0.151331305217733	NA	NA
PC(14:0/22:5)	Healthy	COPD	0.100845400848694	NA	NA
PC(14:0/22:6)	Healthy	COPD	-0.778998165224324	NA	NA
PC(15:0/14:1)	Healthy	COPD	NA	NA	NA
PC(15:0/16:1)	Healthy	COPD	NA	NA	NA
PC(15:0/18:1)	Healthy	COPD	-0.105848903788038	NA	NA
PC(15:0/18:2)	Healthy	COPD	-0.0365245147295108	NA	NA
PC(15:0/18:3)	Healthy	COPD	NA	NA	NA
PC(15:0/20:3)	Healthy	COPD	0.215436851870116	NA	NA
PC(15:0/20:4)	Healthy	COPD	-0.115511905529444	NA	NA
PC(15:0/20:5)	Healthy	COPD	NA	NA	NA
PC(15:0/22:4)	Healthy	COPD	NA	NA	NA
PC(15:0/22:5)	Healthy	COPD	NA	NA	NA
PC(15:0/22:6)	Healthy	COPD	-0.218160523861358	NA	NA
PC(16:0/12:0)	Healthy	COPD	0.489700843336748	NA	NA
PC(16:0/14:0)	Healthy	COPD	-0.0461030303763953	NA	NA
PC(16:0/14:1)	Healthy	COPD	NA	NA	NA
PC(16:0/16:0)	Healthy	COPD	-0.000970763295783605	NA	NA
PC(16:0/16:1)	Healthy	COPD	-0.119068015707854	NA	NA
PC(16:0/18:0)	Healthy	COPD	0.0397548338001181	NA	NA
PC(16:0/18:1)	Healthy	COPD	-0.0999727896143296	NA	NA
PC(16:0/18:2)	Healthy	COPD	0.0429028781243641	NA	NA
PC(16:0/18:3)	Healthy	COPD	0.246127259754196	NA	NA
PC(16:0/18:4)	Healthy	COPD	NA	NA	NA
PC(16:0/20:1)	Healthy	COPD	-0.180808241297385	NA	NA
PC(16:0/20:2)	Healthy	COPD	-0.0837602169725078	NA	NA
PC(16:0/20:3)	Healthy	COPD	0.252469465335158	NA	NA
PC(16:0/20:4)	Healthy	COPD	0.112718204115853	NA	NA
PC(16:0/20:5)	Healthy	COPD	-0.164728029388145	NA	NA
PC(16:0/22:1)	Healthy	COPD	NA	NA	NA
PC(16:0/22:2)	Healthy	COPD	NA	NA	NA
PC(16:0/22:4)	Healthy	COPD	0.217901392489635	NA	NA
PC(16:0/22:5)	Healthy	COPD	-0.100669248528478	NA	NA
PC(16:0/22:6)	Healthy	COPD	-0.725859635678987	NA	NA
PC(17:0/14:1)	Healthy	COPD	NA	NA	NA
PC(17:0/16:1)	Healthy	COPD	-0.245931079444372	NA	NA
PC(17:0/18:1)	Healthy	COPD	-0.2199401418788	NA	NA
PC(17:0/18:2)	Healthy	COPD	-0.131457955130943	NA	NA
PC(17:0/20:3)	Healthy	COPD	0.259722536372931	NA	NA
PC(17:0/20:4)	Healthy	COPD	-0.02843048212655	NA	NA
PC(17:0/20:5)	Healthy	COPD	-0.326237656685744	NA	NA
PC(17:0/22:4)	Healthy	COPD	NA	NA	NA
PC(17:0/22:5)	Healthy	COPD	-0.269963046874717	NA	NA
PC(17:0/22:6)	Healthy	COPD	-0.413985294321071	NA	NA
PC(18:0/12:0)	Healthy	COPD	0.646744719646769	NA	NA
PC(18:0/14:0)	Healthy	COPD	0.0699784517456123	NA	NA
PC(18:0/14:1)	Healthy	COPD	NA	NA	NA
PC(18:0/16:1)	Healthy	COPD	0.280034348520472	NA	NA
PC(18:0/18:0)	Healthy	COPD	0.0239784134263775	NA	NA
PC(18:0/18:1)	Healthy	COPD	0.127278360003015	NA	NA
PC(18:0/18:2)	Healthy	COPD	-0.0668668298052291	NA	NA
PC(18:0/18:3)	Healthy	COPD	0.460131583137726	NA	NA
PC(18:0/18:4)	Healthy	COPD	NA	NA	NA
PC(18:0/20:0)	Healthy	COPD	0.651509088652493	NA	NA
PC(18:0/20:1)	Healthy	COPD	-0.118233491455315	NA	NA
PC(18:0/20:2)	Healthy	COPD	0.0626851962252746	NA	NA
PC(18:0/20:3)	Healthy	COPD	0.241603796477004	NA	NA
PC(18:0/20:4)	Healthy	COPD	0.0677618745836579	NA	NA
PC(18:0/20:5)	Healthy	COPD	-0.000157054914681876	NA	NA
PC(18:0/22:1)	Healthy	COPD	NA	NA	NA
PC(18:0/22:2)	Healthy	COPD	NA	NA	NA
PC(18:0/22:4)	Healthy	COPD	0.280804533269357	NA	NA
PC(18:0/22:5)	Healthy	COPD	0.00462026002064997	NA	NA
PC(18:0/22:6)	Healthy	COPD	-0.441037998483245	NA	NA
PC(18:1/14:1)	Healthy	COPD	NA	NA	NA
PC(18:1/16:1)	Healthy	COPD	0.00822484577666094	NA	NA
PC(18:1/18:1)	Healthy	COPD	-0.0479032568913289	NA	NA
PC(18:1/18:2)	Healthy	COPD	-0.0449738410842278	NA	NA
PC(18:1/18:3)	Healthy	COPD	0.00424674930959731	NA	NA
PC(18:1/20:1)	Healthy	COPD	-0.413825107882773	NA	NA
PC(18:1/20:2)	Healthy	COPD	-0.142361802988624	NA	NA
PC(18:1/20:3)	Healthy	COPD	0.170115900015873	NA	NA
PC(18:1/20:4)	Healthy	COPD	-0.0387139935921326	NA	NA
PC(18:1/20:5)	Healthy	COPD	-0.253955751549045	NA	NA
PC(18:1/22:1)	Healthy	COPD	NA	NA	NA
PC(18:1/22:2)	Healthy	COPD	NA	NA	NA
PC(18:1/22:4)	Healthy	COPD	0.22337926142854	NA	NA
PC(18:1/22:5)	Healthy	COPD	-0.103983895000738	NA	NA
PC(18:1/22:6)	Healthy	COPD	-0.640807006769788	NA	NA
PC(18:2/16:1)	Healthy	COPD	0.0328369432777844	NA	NA
PC(18:2/18:2)	Healthy	COPD	-0.0270562171469773	NA	NA
PC(18:2/18:3)	Healthy	COPD	0.215441361751069	NA	NA
PC(18:2/20:1)	Healthy	COPD	-0.289631988109379	NA	NA
PC(18:2/20:2)	Healthy	COPD	-0.306030522699893	NA	NA
PC(18:2/20:3)	Healthy	COPD	0.0317884088457783	NA	NA
PC(18:2/20:4)	Healthy	COPD	-0.0936923212868752	NA	NA
PC(18:2/20:5)	Healthy	COPD	-0.284707752333427	NA	NA
PC(18:2/22:1)	Healthy	COPD	NA	NA	NA
PC(18:2/22:2)	Healthy	COPD	NA	NA	NA
PC(18:2/22:4)	Healthy	COPD	-0.0970572610763929	NA	NA
PC(18:2/22:5)	Healthy	COPD	-0.122241942029521	NA	NA
PC(18:2/22:6)	Healthy	COPD	-0.427167088297865	NA	NA
PC(20:0/14:1)	Healthy	COPD	-0.174197168828188	NA	NA
PC(20:0/16:1)	Healthy	COPD	NA	NA	NA
PC(20:0/18:1)	Healthy	COPD	0.414852785849508	NA	NA
PC(20:0/18:2)	Healthy	COPD	0.106452149931236	NA	NA
PC(20:0/18:3)	Healthy	COPD	NA	NA	NA
PC(20:0/20:2)	Healthy	COPD	NA	NA	NA
PC(20:0/20:3)	Healthy	COPD	0.171295790220897	NA	NA
PC(20:0/20:4)	Healthy	COPD	0.000141126715079987	NA	NA
PC(20:0/20:5)	Healthy	COPD	NA	NA	NA
PC(20:0/22:4)	Healthy	COPD	NA	NA	NA
PC(20:0/22:5)	Healthy	COPD	NA	NA	NA
PC(20:0/22:6)	Healthy	COPD	NA	NA	NA
PE(14:0/18:1)	Healthy	COPD	NA	NA	NA
PE(14:0/18:2)	Healthy	COPD	NA	NA	NA
PE(14:0/20:4)	Healthy	COPD	NA	NA	NA
PE(14:0/22:5)	Healthy	COPD	NA	NA	NA
PE(14:0/22:6)	Healthy	COPD	NA	NA	NA
PE(15:0/20:2)	Healthy	COPD	NA	NA	NA
PE(15:0/22:4)	Healthy	COPD	NA	NA	NA
PE(15:0/22:6)	Healthy	COPD	NA	NA	NA
PE(16:0/14:0)	Healthy	COPD	NA	NA	NA
PE(16:0/16:0)	Healthy	COPD	NA	NA	NA
PE(16:0/16:1)	Healthy	COPD	NA	NA	NA
PE(16:0/18:1)	Healthy	COPD	0.05596177403765	NA	NA
PE(16:0/18:2)	Healthy	COPD	0.155229170458169	NA	NA
PE(16:0/18:3)	Healthy	COPD	0.0555397691296911	NA	NA
PE(16:0/20:1)	Healthy	COPD	NA	NA	NA
PE(16:0/20:2)	Healthy	COPD	NA	NA	NA
PE(16:0/20:3)	Healthy	COPD	0.37130605079905	NA	NA
PE(16:0/20:4)	Healthy	COPD	-0.0649297628957948	NA	NA
PE(16:0/20:5)	Healthy	COPD	NA	NA	NA
PE(16:0/22:4)	Healthy	COPD	0.222190635535263	NA	NA
PE(16:0/22:5)	Healthy	COPD	-0.197626705456377	NA	NA
PE(16:0/22:6)	Healthy	COPD	-0.709360375318286	NA	NA
PE(17:0/18:1)	Healthy	COPD	NA	NA	NA
PE(17:0/18:2)	Healthy	COPD	NA	NA	NA
PE(17:0/20:2)	Healthy	COPD	0.100994464213704	NA	NA
PE(17:0/20:3)	Healthy	COPD	NA	NA	NA
PE(17:0/20:4)	Healthy	COPD	-0.112915177234123	NA	NA
PE(17:0/22:4)	Healthy	COPD	0.0415260960699362	NA	NA
PE(17:0/22:5)	Healthy	COPD	NA	NA	NA
PE(17:0/22:6)	Healthy	COPD	NA	NA	NA
PE(18:0/14:0)	Healthy	COPD	NA	NA	NA
PE(18:0/14:1)	Healthy	COPD	NA	NA	NA
PE(18:0/15:0)	Healthy	COPD	NA	NA	NA
PE(18:0/16:0)	Healthy	COPD	0.097484785795924	NA	NA
PE(18:0/16:1)	Healthy	COPD	0.327924051074872	NA	NA
PE(18:0/17:0)	Healthy	COPD	NA	NA	NA
PE(18:0/18:0)	Healthy	COPD	-0.675940879384146	NA	NA
PE(18:0/18:1)	Healthy	COPD	0.0525735764154929	NA	NA
PE(18:0/18:2)	Healthy	COPD	0.0516871303276152	NA	NA
PE(18:0/18:3)	Healthy	COPD	0.54064089938694	NA	NA
PE(18:0/18:4)	Healthy	COPD	NA	NA	NA
PE(18:0/20:1)	Healthy	COPD	-0.163048084474611	NA	NA
PE(18:0/20:2)	Healthy	COPD	-0.0343156406341025	NA	NA
PE(18:0/20:3)	Healthy	COPD	0.278051954301294	NA	NA
PE(18:0/20:4)	Healthy	COPD	-0.0260811712184941	NA	NA
PE(18:0/20:5)	Healthy	COPD	-0.0573406746834802	NA	NA
PE(18:0/22:2)	Healthy	COPD	NA	NA	NA
PE(18:0/22:4)	Healthy	COPD	0.329046332312149	NA	NA
PE(18:0/22:5)	Healthy	COPD	-0.141324772029524	NA	NA
PE(18:0/22:6)	Healthy	COPD	-0.40646383938257	NA	NA
PE(18:1/14:1)	Healthy	COPD	NA	NA	NA
PE(18:1/16:1)	Healthy	COPD	-0.296452329930919	NA	NA
PE(18:1/18:1)	Healthy	COPD	0.19917221766435	NA	NA
PE(18:1/18:2)	Healthy	COPD	0.224421033511414	NA	NA
PE(18:1/18:3)	Healthy	COPD	NA	NA	NA
PE(18:1/20:1)	Healthy	COPD	NA	NA	NA
PE(18:1/20:2)	Healthy	COPD	NA	NA	NA
PE(18:1/20:3)	Healthy	COPD	0.227214764207641	NA	NA
PE(18:1/20:4)	Healthy	COPD	-0.189417957752553	NA	NA
PE(18:1/20:5)	Healthy	COPD	NA	NA	NA
PE(18:1/22:0)	Healthy	COPD	-0.0346348816394633	NA	NA
PE(18:1/22:4)	Healthy	COPD	NA	NA	NA
PE(18:1/22:5)	Healthy	COPD	-0.185879050804637	NA	NA
PE(18:1/22:6)	Healthy	COPD	-0.707177510932294	NA	NA
PE(18:2/14:1)	Healthy	COPD	NA	NA	NA
PE(18:2/16:1)	Healthy	COPD	-0.611203494060944	NA	NA
PE(18:2/18:2)	Healthy	COPD	0.678277077028175	NA	NA
PE(18:2/18:3)	Healthy	COPD	NA	NA	NA
PE(18:2/20:1)	Healthy	COPD	NA	NA	NA
PE(18:2/20:2)	Healthy	COPD	NA	NA	NA
PE(18:2/20:3)	Healthy	COPD	0.0168536846280798	NA	NA
PE(18:2/20:4)	Healthy	COPD	-0.325091471604078	NA	NA
PE(18:2/20:5)	Healthy	COPD	NA	NA	NA
PE(18:2/22:1)	Healthy	COPD	NA	NA	NA
PE(18:2/22:4)	Healthy	COPD	NA	NA	NA
PE(18:2/22:5)	Healthy	COPD	NA	NA	NA
PE(18:2/22:6)	Healthy	COPD	NA	NA	NA
PE(O-16:0/16:0)	Healthy	COPD	NA	NA	NA
PE(O-16:0/18:0)	Healthy	COPD	NA	NA	NA
PE(O-16:0/18:1)	Healthy	COPD	-0.0212895139749616	NA	NA
PE(O-16:0/18:2)	Healthy	COPD	-0.0288474968474457	NA	NA
PE(O-16:0/18:3)	Healthy	COPD	NA	NA	NA
PE(O-16:0/20:1)	Healthy	COPD	NA	NA	NA
PE(O-16:0/20:2)	Healthy	COPD	NA	NA	NA
PE(O-16:0/20:3)	Healthy	COPD	-0.308731900561553	NA	NA
PE(O-16:0/20:4)	Healthy	COPD	-0.414789111742735	NA	NA
PE(O-16:0/20:5)	Healthy	COPD	NA	NA	NA
PE(O-16:0/22:4)	Healthy	COPD	0.270461627097014	NA	NA
PE(O-16:0/22:5)	Healthy	COPD	-0.0275843498938581	NA	NA
PE(O-16:0/22:6)	Healthy	COPD	-0.513693842435436	NA	NA
PE(O-18:0/16:0)	Healthy	COPD	0.364530836843542	NA	NA
PE(O-18:0/16:1)	Healthy	COPD	NA	NA	NA
PE(O-18:0/18:0)	Healthy	COPD	0.0243992448589951	NA	NA
PE(O-18:0/18:1)	Healthy	COPD	0.103239915153976	NA	NA
PE(O-18:0/18:2)	Healthy	COPD	0.0354174896302512	NA	NA
PE(O-18:0/18:3)	Healthy	COPD	NA	NA	NA
PE(O-18:0/20:1)	Healthy	COPD	NA	NA	NA
PE(O-18:0/20:2)	Healthy	COPD	NA	NA	NA
PE(O-18:0/20:3)	Healthy	COPD	-0.0035592095286483	NA	NA
PE(O-18:0/20:4)	Healthy	COPD	-0.361783309660255	NA	NA
PE(O-18:0/20:5)	Healthy	COPD	-0.923533337937533	NA	NA
PE(O-18:0/22:4)	Healthy	COPD	0.460053597522806	NA	NA
PE(O-18:0/22:5)	Healthy	COPD	-0.00603035570428023	NA	NA
PE(O-18:0/22:6)	Healthy	COPD	-0.710299430953467	NA	NA
PE(P-14:0/18:0)	Healthy	COPD	NA	NA	NA
PE(P-14:0/18:1)	Healthy	COPD	NA	NA	NA
PE(P-16:0/16:0)	Healthy	COPD	0.251951292582706	NA	NA
PE(P-16:0/16:1)	Healthy	COPD	NA	NA	NA
PE(P-16:0/18:0)	Healthy	COPD	NA	NA	NA
PE(P-16:0/18:1)	Healthy	COPD	-0.0451070874507158	NA	NA
PE(P-16:0/18:2)	Healthy	COPD	-0.0822235331992693	NA	NA
PE(P-16:0/18:3)	Healthy	COPD	NA	NA	NA
PE(P-16:0/20:1)	Healthy	COPD	NA	NA	NA
PE(P-16:0/20:2)	Healthy	COPD	0.00634749847111937	NA	NA
PE(P-16:0/20:3)	Healthy	COPD	-0.473189154513194	NA	NA
PE(P-16:0/20:4)	Healthy	COPD	-0.476675125862874	NA	NA
PE(P-16:0/20:5)	Healthy	COPD	-1.28966687585562	NA	NA
PE(P-16:0/22:4)	Healthy	COPD	0.000764327112775465	NA	NA
PE(P-16:0/22:5)	Healthy	COPD	-0.273094689919249	NA	NA
PE(P-16:0/22:6)	Healthy	COPD	-0.910648269343413	NA	NA
PE(P-16:1/18:1)	Healthy	COPD	NA	NA	NA
PE(P-18:0/16:0)	Healthy	COPD	0.154862617629474	NA	NA
PE(P-18:0/16:1)	Healthy	COPD	-0.00823434877034623	NA	NA
PE(P-18:0/18:0)	Healthy	COPD	-0.124020796563657	NA	NA
PE(P-18:0/18:1)	Healthy	COPD	-0.31934789033546	NA	NA
PE(P-18:0/18:2)	Healthy	COPD	-0.133786211786947	NA	NA
PE(P-18:0/18:3)	Healthy	COPD	0.180916705927586	NA	NA
PE(P-18:0/20:1)	Healthy	COPD	NA	NA	NA
PE(P-18:0/20:2)	Healthy	COPD	-0.52514140816865	NA	NA
PE(P-18:0/20:3)	Healthy	COPD	-0.434904750554537	NA	NA
PE(P-18:0/20:4)	Healthy	COPD	-0.569898551876629	NA	NA
PE(P-18:0/20:5)	Healthy	COPD	-1.25821995265982	NA	NA
